6.66	50.13	196.15	125.84	138.99	68.02	100.74	-29.00	145.52	145.76	-155.18	-160.24	165.65	253.09	-183.64	-60.49	-76.69	58.11	-78.48	235.25	23.81	102.62	60.08	109.69	-2.16	69.83	-51.72	148.58	67.62	107.93	180.86	73.09	34.78	267.96	-30.02	-9.90	-120.69	-95.32	7.39	180.31	-103.52	84.17	104.43	110.73	124.77	-59.26	-51.16	16.42	19.00	-29.58	-192.20	87.22	-9.71	-19.10	-102.88	248.32	-34.21	-93.65	62.62	21.18	-48.39	-210.49	51.28	28.91	-11.08	-135.07	-112.01	-127.85	250.52	9.52	-11.50	236.00	-200.07	71.87	130.52	78.83	-24.16	-216.71	-98.32	41.14	73.22	-77.37	223.96	-144.44	-158.64	-96.62	184.29	167.05	55.24	43.22	140.07	0.45	-229.74	107.21	84.82	25.51	28.95	-105.27	222.56	139.57	20.33	203.92	143.72	-66.26	-136.16	-81.75	126.13	184.45	-37.37	-22.21	181.49	-278.43	-225.25	36.09	-62.91	-189.76	22.28	70.95	-78.35	-193.73	252.48	21.61	2.34	182.14	32.93	-213.19	-82.20	55.03	-71.51	80.74	-7.20	11.96	-162.99	-284.86	-3.96	-137.20	-139.80	-147.34	9.37	64.54	142.18	200.96	-64.86	-172.80	56.12	-12.89	91.78	-27.18	51.44	-241.69	-148.54	85.70	-102.60	-45.44	-117.93	98.67	-25.09	76.08	-52.62	163.36	-186.80	-93.62	19.60	114.77	73.66	30.00	175.27	-47.35	140.55	-59.89	28.85	113.91	-149.60	-70.41	37.42	-40.34	18.39	-143.19	235.66	75.74	202.91	-169.38	48.58	67.11	260.57	80.41	-129.51	171.31	164.49	-44.55	27.57	-23.39	20.92	-67.57	-299.35	65.49	-3.34	26.55	244.94	88.13	-12.04	47.01	95.17	352.49	-247.31	-181.01	12.02	306.34	157.58	23.49	-163.14	-189.15	152.31	-144.33	11.98	-170.48	-85.65	-45.23	31.40	-105.29	151.93	163.25	-68.52	174.30	-168.37	12.51	-49.42	-65.13	9.00	16.65	91.97	68.79	-193.75	-115.94	155.36	-226.64	61.65	75.74	82.52	-180.61	-285.34	-84.79	129.37	-54.22	-11.13	-113.80	-65.97	-23.51	-134.14	204.01	27.89	-55.78	-30.79	15.88	263.82	42.37	
38.06	57.06	-87.02	59.12	153.78	-70.00	253.13	-30.35	53.71	-123.28	297.80	17.94	-95.33	34.72	166.61	2.93	-88.33	-235.15	-135.18	7.72	-120.53	88.13	7.40	-175.23	-94.20	-99.25	-334.09	-47.70	-150.71	24.66	104.17	58.94	-88.22	12.74	32.52	90.38	-113.37	-97.40	-28.43	-163.29	-132.16	-95.82	49.74	34.63	279.77	32.99	25.93	-38.29	-212.08	8.14	-109.04	-145.80	215.83	-80.84	-92.99	-101.39	-92.00	69.65	25.49	-294.83	56.82	88.67	-114.23	134.61	98.22	-119.81	63.37	-141.79	-50.65	-142.03	57.27	-68.84	22.90	-169.73	-10.77	-154.90	140.82	-200.15	-228.44	161.20	-89.17	120.39	309.33	20.19	-160.77	79.16	-202.20	202.43	50.49	99.29	-15.86	-147.08	239.05	368.56	-25.26	-36.84	-35.93	-112.47	-267.02	19.38	-33.02	-63.71	219.83	-180.00	333.96	-31.18	32.73	-112.33	58.88	-52.99	-30.60	197.92	84.15	-55.82	98.74	44.91	93.87	-58.40	-251.26	-4.13	-245.02	57.74	173.46	47.64	-170.26	-103.88	-45.36	-70.33	-98.86	56.63	-85.06	61.39	163.63	122.66	-32.53	-296.98	-132.87	187.42	117.03	-34.45	-136.45	164.43	-180.70	-65.49	-222.58	70.47	-69.40	20.11	-2.35	-107.16	-435.23	-46.36	-31.82	185.58	79.60	108.52	214.26	57.72	-32.97	65.31	-48.31	55.34	-195.21	-198.60	51.42	-176.87	-167.50	-124.22	-106.73	29.55	-91.78	70.10	-306.76	-166.11	-218.53	94.37	33.87	-142.61	37.91	172.21	175.48	29.56	276.25	-88.23	-100.07	-47.81	-122.85	-74.77	83.59	-70.72	-92.85	139.48	-98.46	-39.93	157.77	27.86	-48.86	55.03	159.35	-32.45	-145.76	54.69	265.97	42.73	-96.77	-239.73	-151.58	2.16	24.85	-25.65	-37.12	18.58	-44.59	151.54	110.50	5.65	-52.73	204.23	-158.47	27.33	-80.09	-161.16	-172.40	-65.12	-3.15	-152.53	180.97	-174.96	-39.01	142.14	-50.60	-5.77	-15.20	113.58	99.44	-98.78	-25.98	-12.19	-192.59	-52.79	-70.39	318.63	-2.92	-109.89	-125.70	-103.80	25.34	-18.70	-171.15	-165.17	129.95	193.11	-121.36	-2.87	-169.97	51.30	
-83.37	-116.89	45.22	-21.29	12.77	-207.72	-75.63	51.26	19.61	31.89	106.16	-143.26	-1.50	28.55	-71.97	-37.20	-157.15	-36.36	79.24	165.73	-47.83	42.66	57.08	-72.20	153.89	-200.98	125.00	129.10	12.77	149.58	-91.02	-34.48	-155.05	96.61	-33.46	142.40	-88.69	22.07	-121.80	151.60	-135.30	68.16	200.41	-154.57	279.12	39.53	-177.77	-113.35	66.87	-72.33	68.75	168.26	-97.83	31.20	52.55	30.79	-167.38	-0.12	139.16	-78.17	6.78	102.54	-246.83	-55.26	233.08	-32.32	244.34	-28.53	-33.52	11.63	48.44	96.81	-50.48	-285.47	-12.62	-129.13	145.37	215.98	-205.95	165.75	-94.21	-91.48	157.06	-232.40	9.90	-40.89	-31.63	-70.97	-56.27	74.78	-85.51	29.08	-203.28	-138.10	31.32	-182.85	134.60	141.32	114.98	163.15	-231.45	30.73	302.41	30.90	3.91	-51.78	277.90	117.57	175.05	91.14	-102.14	-111.75	183.01	-129.96	-84.68	-172.09	11.79	110.07	-23.69	165.79	56.84	-6.74	66.43	107.18	-23.65	-253.21	-80.12	-255.27	288.97	7.87	288.22	38.79	-125.06	-41.37	-273.24	134.01	-220.13	158.80	-17.15	244.90	49.28	47.79	106.68	-69.73	145.00	-20.30	-74.47	331.24	-173.68	100.01	142.69	234.34	-22.76	179.04	-72.10	-133.45	-55.87	44.71	118.45	142.71	257.46	-3.46	-9.99	132.90	-34.07	2.04	-71.24	441.89	-26.42	-172.72	-353.92	-83.13	114.68	50.29	67.13	9.38	-6.20	-162.36	279.48	-35.57	56.49	215.69	-80.21	272.30	69.98	35.30	18.69	2.73	115.19	-85.97	-112.53	-133.22	50.26	-78.38	-217.38	-84.40	2.95	-100.33	8.14	-154.08	355.52	79.43	192.08	141.11	122.01	134.57	-164.18	96.33	130.95	182.14	31.04	-6.40	-56.15	-120.68	-83.99	-80.73	75.18	19.77	-24.57	-258.12	-122.09	14.41	215.32	-39.28	-215.86	98.00	-139.55	-87.35	-130.86	83.09	117.97	-152.53	77.20	339.21	17.07	-24.91	-174.26	85.32	120.97	178.53	50.11	-83.09	138.63	24.68	-139.93	119.77	-266.87	149.96	32.83	85.33	46.97	-25.48	128.13	71.22	9.90	7.09	
115.08	92.06	-18.67	-25.85	45.65	86.14	120.02	205.97	-123.45	267.59	90.20	-36.72	95.10	86.11	287.23	-4.87	181.13	177.63	-283.59	284.18	173.35	1.06	257.77	-60.58	131.51	28.40	1.08	-78.40	172.58	-128.18	92.22	359.14	-176.22	-32.75	-110.23	208.55	-6.05	113.26	-169.57	-66.95	-27.25	-83.05	11.66	142.39	224.19	-82.07	60.11	137.08	-230.49	86.14	48.87	25.32	69.27	-86.38	-12.08	73.56	-92.67	-22.36	-93.91	-121.35	-20.82	-137.18	-258.08	197.38	149.10	175.99	26.32	-85.74	-11.14	-375.20	150.34	349.57	233.37	-70.91	-139.58	-44.25	-22.57	110.97	-140.59	-203.18	-90.17	-170.65	290.50	-28.34	-4.11	-130.96	320.57	138.92	-46.98	71.89	72.98	151.03	38.44	8.02	40.14	-139.66	29.41	-170.73	-70.17	279.71	70.51	-351.49	99.59	-130.54	98.61	50.34	-48.43	-69.43	71.20	-72.74	130.57	168.17	99.60	53.39	171.83	-132.74	-250.41	-94.11	-43.85	170.76	-98.72	-31.55	297.29	60.53	-283.53	-23.01	8.85	-39.54	6.75	-31.01	-10.38	-296.33	-61.35	-246.44	145.03	-58.41	-175.44	-60.86	-215.26	-30.71	-140.71	-68.65	42.08	-89.24	178.57	-83.63	44.87	261.12	-97.59	224.33	8.98	-148.01	-92.95	-55.94	-88.29	242.50	-23.64	199.57	-28.01	149.81	183.73	57.26	-51.39	160.49	-162.76	-358.35	109.87	168.41	-118.19	-285.23	-66.46	228.23	20.90	195.24	3.96	90.32	133.03	-37.17	-137.94	201.86	143.80	-32.91	78.38	-261.92	-111.65	1.98	-22.08	116.23	215.20	19.44	-108.23	135.28	102.85	57.97	34.23	108.81	-65.50	139.40	-137.47	124.18	-170.28	107.24	31.36	327.39	-23.95	-38.24	262.50	-105.80	30.67	65.34	-54.78	77.36	220.95	124.35	179.75	-96.42	-148.96	-2.79	-90.12	93.80	-67.10	-29.77	-126.32	39.32	-9.68	85.56	111.83	-115.68	263.19	-81.22	-95.76	-96.36	149.26	60.41	149.44	44.26	111.12	59.96	-105.21	-54.28	-140.26	-1.57	-68.63	-3.52	153.48	-105.43	-32.77	-136.98	-191.89	-19.49	-201.78	-39.31	168.94	-122.13	53.99	-227.89	
-34.45	-196.27	-93.51	-123.61	-132.71	80.70	14.35	24.27	-147.70	-117.57	-163.61	108.80	258.94	88.94	-56.56	14.88	110.02	249.48	-222.37	82.59	-183.44	1.86	108.97	42.56	-6.58	107.40	-79.75	-198.23	-73.30	-0.74	-211.55	184.65	183.15	77.36	59.82	-111.76	-4.23	-128.04	63.16	136.95	-13.21	-37.00	-87.41	-123.78	184.87	153.98	-277.76	89.37	58.26	-122.03	233.16	97.41	-66.83	-82.30	240.55	251.31	234.75	-119.11	81.40	113.51	-19.03	32.79	-186.34	-60.81	-86.01	-184.38	-0.15	-62.46	52.20	74.52	16.78	-77.91	99.91	-18.81	49.92	5.59	-35.14	17.13	0.57	-21.11	-97.08	-236.50	131.96	-75.76	15.39	-57.00	-183.21	57.31	-76.24	108.20	-288.93	222.37	121.99	128.63	-66.56	47.66	-40.05	198.52	-114.73	72.44	-34.56	-259.56	16.13	-44.22	-118.85	-36.26	232.84	89.63	-127.47	-28.24	-17.21	-34.48	-21.33	64.74	272.90	-53.84	121.97	6.99	109.43	-8.87	114.96	-55.27	-111.83	28.80	88.88	-110.62	-38.21	-99.36	71.01	-43.67	39.34	-46.75	-14.55	92.53	-161.24	-47.62	-78.33	9.19	156.71	-167.73	108.60	39.20	12.86	-87.25	84.72	-202.88	266.82	120.34	100.92	-75.01	-154.68	152.27	-197.35	10.07	-137.23	-110.70	-27.86	-176.96	186.84	177.14	-25.74	-15.02	244.63	87.71	205.43	-183.25	62.03	-36.95	78.40	243.95	-65.41	131.52	-92.11	-89.68	161.11	-106.27	-198.10	14.90	238.49	1.84	-141.14	-150.41	-138.79	42.96	199.63	29.19	79.99	-37.66	25.96	-41.22	318.45	-1.29	47.81	-37.10	50.52	54.20	198.06	-40.97	50.95	194.60	180.80	-104.30	30.28	29.89	-61.84	-46.77	-192.79	241.37	196.29	-141.61	-102.68	-44.89	22.14	-74.07	-157.45	225.00	-207.20	49.51	7.12	4.27	21.99	80.59	-25.74	103.58	192.41	211.12	-69.55	-128.36	-31.05	-5.81	-36.30	-50.24	119.77	119.81	137.05	-184.09	78.88	221.07	55.50	-58.60	92.70	168.99	34.95	119.24	-195.60	-157.48	-58.47	117.47	-127.44	-2.34	50.40	14.03	-79.48	68.40	-247.22	-173.46	
-140.65	240.62	169.97	-88.08	73.60	295.75	19.63	-172.75	343.76	162.81	-65.82	-153.83	-10.60	-129.24	-180.92	-50.99	-26.23	86.98	232.65	196.32	278.47	178.74	-94.09	-81.51	-141.68	-39.86	-96.85	-122.77	114.56	-17.48	182.78	-110.92	151.60	159.75	220.54	-88.75	-311.34	-166.70	230.09	-87.28	-37.53	-105.61	90.78	-59.03	-78.48	-137.33	-131.81	95.60	57.34	141.86	196.94	37.21	29.52	50.09	-60.36	134.46	-170.00	168.69	141.55	-333.02	-118.48	112.28	-86.74	-41.85	56.26	185.75	-92.02	41.94	-101.15	-28.81	-102.85	160.35	98.55	61.79	-130.52	-25.04	-33.87	119.57	7.43	36.07	-105.76	112.58	-211.63	29.24	42.01	-20.87	-86.13	146.89	-199.85	-22.86	-12.23	282.86	-63.76	-170.36	-1.19	-69.81	16.34	-170.82	132.08	-92.30	91.34	-34.01	94.40	116.49	-90.25	-113.41	-146.39	-64.07	-1.48	-203.90	-51.01	-47.06	47.36	-227.59	-5.53	-164.77	-132.13	81.28	142.72	128.45	44.46	139.61	170.24	25.51	7.55	-115.35	132.09	-23.96	205.63	-36.04	54.11	-301.85	46.37	1.92	206.83	-101.69	298.39	-54.03	114.80	223.15	76.85	1.36	-22.58	40.78	3.69	91.39	-190.30	28.79	4.60	-163.53	-172.42	64.58	-275.17	125.41	137.76	-26.89	195.81	-187.54	158.39	115.68	-221.63	-247.62	-31.77	25.41	117.66	4.10	-237.31	46.14	106.36	62.53	-16.77	4.35	-162.76	11.12	8.24	-56.04	54.97	-145.29	-10.13	97.19	41.96	175.55	8.98	-27.59	-161.41	51.95	-53.65	-21.82	244.83	91.43	236.15	23.58	-12.33	22.19	-293.50	-46.87	150.92	37.99	-83.05	2.74	-276.53	-91.18	-98.47	65.12	149.71	298.69	149.83	102.83	-44.17	197.53	-30.45	-300.43	145.25	165.59	-39.66	-143.09	-34.17	174.95	163.86	197.25	77.59	99.58	3.92	-40.21	-71.92	176.52	-99.84	-213.63	135.35	-84.24	64.66	185.46	-1.86	245.82	71.11	121.09	25.90	43.62	-55.89	58.74	15.28	114.47	70.12	140.16	149.76	-11.75	1.47	148.88	110.22	-62.53	51.31	-73.87	290.06	-66.48	-87.02	-101.76	
60.08	64.90	-119.80	-18.10	78.29	196.31	-39.37	80.13	33.50	-112.72	88.63	18.44	-162.06	84.06	109.30	-31.10	-186.78	-148.96	235.82	26.04	17.97	-41.35	-136.59	-39.26	-41.22	147.86	-86.62	-82.10	125.87	119.32	143.88	-72.27	-129.67	99.75	96.47	-112.45	-77.35	-2.59	-55.22	45.99	81.25	273.99	96.43	134.32	88.71	-214.63	276.04	56.83	262.67	278.84	-181.36	-17.35	23.38	67.52	164.73	-42.16	-121.32	67.48	143.35	-204.06	63.46	-4.01	88.04	129.03	5.38	291.31	123.29	-76.72	20.39	-59.38	-39.86	20.20	-279.84	-100.52	9.49	-116.61	237.76	-149.50	135.36	-126.49	146.12	-24.67	56.15	-68.94	181.01	-48.87	137.86	230.65	-86.70	161.42	248.95	-66.99	74.76	-71.65	18.38	-56.88	235.94	1.91	-58.52	-29.97	-177.73	165.63	174.85	-123.40	-167.12	140.56	227.30	77.69	-244.46	-16.46	56.02	-31.21	6.05	-120.08	70.56	-40.17	-76.15	-36.55	131.79	-44.21	-0.37	272.15	139.91	62.24	-184.02	-95.32	-168.15	-2.43	-92.92	21.33	-44.87	-147.28	109.98	-83.59	-104.02	-69.56	-153.92	-150.44	-200.26	114.49	33.56	-38.56	121.56	92.57	-223.44	74.55	55.56	-80.28	-232.90	23.55	-101.08	-28.61	-44.67	-191.90	138.19	41.19	-20.72	-51.60	46.45	-110.73	-54.73	196.19	-191.55	153.36	134.98	-78.55	44.43	9.29	124.90	37.78	63.50	-163.34	-136.77	12.63	-55.39	76.21	149.35	-208.03	42.26	31.05	-47.75	-150.40	-15.45	-39.00	-72.05	-186.97	-64.54	241.54	160.68	27.83	14.84	18.78	287.08	-128.46	-206.24	-268.43	15.40	-83.15	127.21	-5.83	-75.78	9.98	66.03	127.64	17.01	96.25	218.66	265.14	-261.55	-131.38	211.57	-38.16	-237.18	214.13	-47.04	278.08	258.42	-296.74	-34.94	64.00	-72.80	222.25	103.26	-196.61	-50.17	-35.55	-29.22	-61.89	71.01	34.71	-143.57	85.69	96.43	160.58	-146.59	172.40	-58.05	285.17	-84.67	106.42	217.07	-84.37	85.65	154.59	100.23	-157.91	128.39	131.71	86.01	116.03	-143.23	-130.38	30.55	-280.00	23.79	-250.65	
72.75	-96.30	144.22	179.41	-67.41	-63.02	85.47	-11.77	-265.92	209.74	92.26	165.08	198.17	70.59	75.24	274.57	163.30	20.67	-63.79	146.92	-30.58	6.73	145.94	210.66	179.65	-94.83	73.07	116.30	107.46	-67.90	1.92	-84.85	2.04	-71.81	73.86	85.95	68.21	-67.56	-68.44	97.09	59.24	-217.12	122.52	-161.90	-58.43	-55.00	-291.54	-111.91	65.97	21.40	-14.57	-70.01	49.89	-76.80	58.07	12.79	114.75	249.90	-138.87	-232.70	-48.48	154.36	33.43	-318.65	-118.81	-68.94	25.95	252.53	217.43	82.63	-201.91	35.66	231.02	-145.56	-247.10	-149.46	28.72	-60.05	-65.36	64.05	168.74	-178.80	54.54	-63.62	43.22	-105.95	-150.13	22.83	323.55	-30.23	99.76	-49.54	74.04	117.16	135.85	-191.37	-237.02	-88.79	42.05	133.94	-198.74	43.41	-60.60	-3.97	-57.14	119.06	89.16	106.16	-123.98	-112.18	143.81	-28.81	237.77	-128.41	99.47	6.10	104.40	-68.34	-294.18	-143.57	191.61	44.45	39.80	-146.77	-310.73	80.92	-158.78	-199.94	89.33	155.74	196.41	76.96	43.89	125.97	153.73	186.02	-6.34	-118.03	67.30	-67.04	54.56	20.59	-31.33	50.86	-152.62	-123.17	-204.92	94.29	-101.84	15.37	-176.04	-12.97	-194.72	18.50	-386.81	-91.78	130.61	281.98	81.84	-23.21	216.30	69.89	77.65	30.55	153.83	-137.69	16.01	-211.01	160.82	-144.64	-6.57	4.50	-106.06	-0.02	-70.90	76.14	-25.57	158.71	-106.78	140.30	-78.27	-129.70	-17.72	-184.82	97.68	-385.91	-76.35	107.87	40.31	-51.00	14.18	-107.67	-49.92	10.60	6.31	102.43	-33.56	-31.66	150.59	-25.60	95.07	167.81	-97.51	238.14	-50.11	-38.25	26.64	-61.02	97.04	-125.63	-78.35	-19.80	11.13	26.86	118.61	-222.24	-159.35	-83.83	127.72	-163.45	-150.58	-53.09	101.62	-29.97	32.25	83.79	-81.01	-29.68	-37.43	50.92	96.15	-63.53	80.60	54.21	30.23	-94.35	-111.77	-7.42	152.48	-193.09	291.24	-22.72	-191.65	66.90	-256.57	-1.99	-133.73	89.96	61.53	-9.12	-84.22	86.65	-111.80	-195.04	-57.80	-63.23	
138.93	47.18	-38.19	28.30	-159.17	223.02	-310.60	-174.93	57.14	-59.99	145.83	-99.21	142.67	-43.44	11.81	132.89	51.78	69.30	-5.74	-147.04	-218.93	231.84	-99.23	-24.32	53.24	-47.09	16.62	-339.51	-115.58	35.14	276.41	-84.02	120.99	46.79	59.64	-126.25	82.56	-52.97	-315.48	14.58	120.89	-0.14	9.85	277.36	101.16	-77.82	42.20	49.90	-20.27	-195.85	195.43	57.37	-147.02	107.99	288.55	120.41	-16.91	148.59	-146.16	14.39	-176.94	-276.16	-191.96	-89.77	-100.67	-64.37	292.64	105.63	-24.80	276.40	-72.08	-77.81	40.99	268.31	68.67	-105.83	181.03	-5.88	34.47	133.17	36.53	-120.23	104.59	-381.32	-4.90	-105.45	-167.49	68.78	-22.83	-134.56	33.75	12.65	16.23	-195.13	148.77	-76.72	-206.22	117.86	-108.01	-9.90	63.27	-61.30	69.72	260.65	-109.27	-114.23	-23.10	-42.15	-230.88	93.47	54.58	-196.47	46.18	264.07	64.47	47.50	13.68	-153.21	103.61	-68.83	-106.96	227.94	-31.23	29.32	-210.52	24.22	-17.62	197.68	-35.56	48.69	-70.58	20.95	146.36	108.21	-109.83	-21.83	190.99	25.88	-49.55	208.93	-13.65	-317.39	-145.35	22.07	-69.62	67.63	-105.15	2.07	-3.74	12.99	-160.44	107.23	46.37	38.78	-23.75	-28.68	37.72	-109.87	42.79	-128.62	-122.85	-46.84	164.95	69.86	-71.24	40.56	-94.53	129.78	106.48	54.18	35.81	-63.61	157.05	-71.55	-32.77	70.28	-14.90	-178.57	32.08	-42.32	-110.49	221.57	20.53	107.45	54.84	-249.26	57.35	-92.40	-58.04	280.85	150.03	-234.54	13.09	34.71	-30.45	48.72	147.28	-239.77	-15.81	30.03	25.99	-172.37	-204.77	101.49	-105.47	166.56	-68.10	74.18	203.29	-128.80	-76.24	-8.10	1.78	152.76	-46.01	96.78	-38.42	-88.19	116.45	-3.48	84.90	-3.10	-109.76	24.79	-107.21	137.02	237.99	-66.55	-45.62	134.82	51.60	-168.96	-119.17	17.43	-110.72	140.34	-39.51	-15.58	-35.62	29.54	92.65	-307.58	-113.83	10.96	23.29	105.58	-225.30	24.68	98.43	-0.31	111.17	-53.54	-147.92	69.25	-217.19	-250.07	
90.42	41.63	-10.68	144.33	-148.07	154.03	-34.57	-40.17	-11.32	-74.33	-148.99	-108.13	-197.90	90.54	-1.05	19.09	-0.23	-7.38	-119.84	-116.41	-92.86	-85.21	102.87	50.79	12.72	82.10	114.62	65.89	295.92	97.84	77.00	343.33	-136.27	-162.48	163.78	151.64	51.61	-55.29	5.45	-16.17	-114.13	100.99	-281.69	-66.15	65.93	-149.71	150.92	39.09	53.08	118.19	-202.74	-74.15	108.39	116.26	182.51	142.93	3.51	-9.03	141.86	-110.25	-248.18	127.34	-62.29	247.40	-62.49	199.69	76.43	-142.47	101.42	-155.06	-138.63	-3.58	24.33	-153.38	-133.33	22.78	-106.77	214.79	-29.28	51.21	-0.99	4.63	27.08	127.06	-62.03	-99.09	75.68	34.01	-67.03	159.99	214.48	-56.97	-53.39	-34.03	-92.55	-233.08	174.24	-161.85	-96.24	-166.46	-46.52	89.40	34.21	3.40	-188.98	-54.46	30.02	-95.66	35.05	-35.42	-239.69	-130.76	28.70	-98.35	49.26	47.77	-5.61	36.03	-100.96	174.75	160.45	-23.09	173.35	-104.94	-66.60	6.43	-199.00	-80.39	314.49	-127.52	-70.08	31.63	-74.74	-27.31	-180.30	75.80	-74.06	-3.84	229.70	-17.15	-82.45	-84.56	184.07	13.89	105.08	-194.94	196.56	112.55	-12.14	13.06	-116.28	-71.60	-158.08	-61.97	-226.29	-153.81	-133.19	178.61	102.08	43.00	-146.80	91.53	185.46	8.63	-10.82	169.47	241.45	-26.82	126.99	-12.59	-54.02	113.80	-13.87	-33.91	96.41	6.96	-212.48	215.81	263.28	116.26	-159.32	86.49	-150.69	119.68	62.39	-16.63	165.79	15.93	4.47	-98.88	-167.95	113.30	-71.11	-419.76	-125.37	-68.01	-96.07	85.88	-144.49	-86.31	169.76	-105.06	109.15	6.08	-25.10	185.83	-37.07	297.46	26.97	311.36	-47.76	-184.27	-18.82	-28.82	-219.78	157.21	64.59	43.12	150.73	24.40	-240.14	147.10	55.61	-114.67	210.33	299.06	-117.82	60.21	126.62	127.31	163.79	-171.40	-0.63	-51.21	94.22	35.21	-29.68	47.23	227.08	-155.67	170.04	-91.37	113.74	30.50	4.92	-53.13	141.02	32.48	-25.39	13.63	66.54	-206.28	125.10	102.33	189.58	-70.37	
