0.64	0.96	1.28	1.20	1.20	1.12	1.28	1.28	1.20	1.20	1.20	1.20	1.20	1.12	1.12	1.12	1.12	1.08	1.12	1.08	1.08	1.12	1.16	1.16	1.16	1.16	1.12	1.28	1.20	1.12	1.12	0.96	
0.96	1.28	1.68	1.64	1.56	1.56	1.76	1.92	1.84	1.76	1.68	1.56	1.56	1.56	1.64	1.64	1.68	1.64	1.68	1.56	1.52	1.52	1.44	1.52	1.44	1.44	1.56	1.76	1.68	1.68	1.64	1.28	
1.20	1.64	2.08	1.92	1.92	2.08	2.28	2.32	2.32	2.24	2.24	2.16	2.04	2.04	2.28	2.20	2.16	2.12	2.08	2.12	1.88	1.88	1.92	2.04	1.88	1.92	2.00	2.24	2.12	2.16	2.12	1.76	
1.12	1.64	1.96	1.96	2.16	2.08	2.16	2.20	2.16	2.08	2.08	2.16	2.08	2.04	2.20	2.20	2.20	2.12	2.12	2.12	1.92	2.00	2.16	1.96	1.88	1.84	1.92	2.04	2.20	2.00	2.04	1.60	
1.04	1.56	2.12	2.00	2.20	1.92	1.96	2.12	2.20	2.20	2.24	2.16	1.92	2.16	2.12	2.28	2.28	2.20	2.08	1.92	2.12	2.16	2.16	2.00	1.84	2.04	2.08	2.24	2.24	1.92	1.92	1.68	
1.04	1.64	2.08	2.16	2.20	2.00	1.96	2.12	2.08	2.12	2.24	2.04	1.96	2.08	2.08	2.16	2.04	2.16	2.16	2.00	1.96	2.04	2.20	2.08	2.04	2.16	2.20	2.20	2.08	2.16	2.04	1.76	
1.12	1.72	2.20	2.40	2.36	2.20	2.12	2.08	2.12	2.20	2.16	2.12	2.04	2.16	2.16	2.08	2.12	2.00	1.92	1.80	2.04	1.84	2.16	2.28	2.20	2.08	2.08	2.08	2.20	2.16	2.20	1.84	
1.12	1.72	2.12	2.16	2.24	2.16	2.12	2.00	2.08	1.96	2.00	2.08	2.20	2.24	2.20	2.16	2.16	2.12	2.04	2.00	2.12	1.96	1.96	2.16	2.12	2.12	2.20	2.12	2.04	2.24	2.04	1.68	
1.20	1.68	1.92	1.96	2.04	2.00	1.76	1.84	2.00	1.96	2.08	2.16	2.24	2.20	2.12	2.20	2.16	2.04	2.04	2.20	2.20	2.12	2.16	2.20	2.20	2.00	2.12	2.16	2.00	2.08	1.96	1.72	
1.12	1.68	1.92	1.96	1.96	2.00	1.96	2.08	2.20	2.24	2.28	2.24	2.28	2.24	2.20	2.20	2.08	2.20	2.12	2.08	2.20	2.16	2.16	2.16	2.20	1.92	2.16	2.12	2.12	2.20	2.08	1.60	
1.20	1.72	2.00	2.00	2.04	2.16	2.16	2.20	2.32	2.20	2.16	2.16	2.16	2.20	2.04	2.20	2.12	2.04	2.24	2.08	1.92	2.08	2.16	2.12	2.28	2.28	2.24	2.20	2.12	2.12	2.08	1.60	
1.12	1.44	2.00	2.04	2.32	2.28	2.20	2.24	2.32	2.20	2.20	2.12	2.12	2.08	2.28	2.20	2.12	2.08	1.76	1.88	1.56	2.04	2.08	2.12	2.08	2.08	2.00	2.08	2.20	2.12	2.16	1.68	
1.28	1.76	2.12	2.20	2.24	2.24	2.16	2.28	2.24	2.16	2.04	2.04	2.20	2.20	2.24	2.24	2.08	2.12	2.20	2.16	1.88	2.08	2.16	2.16	2.28	2.32	2.20	2.12	2.16	2.20	2.20	1.60	
1.16	1.56	1.88	2.00	2.20	2.28	2.24	2.28	2.20	2.16	2.20	2.08	2.04	2.04	2.20	2.16	2.12	2.16	2.28	2.20	2.16	2.16	2.16	2.08	2.24	2.24	2.20	2.12	2.12	1.88	1.88	1.60	
1.12	1.52	1.80	1.92	2.08	2.16	2.24	2.20	2.16	2.16	2.20	1.96	1.80	2.20	2.16	2.16	2.16	2.08	2.24	2.04	2.16	2.12	2.08	2.28	2.20	2.12	2.08	2.16	2.08	1.92	2.00	1.52	
